"x","celllabel","parent","parentlabel","Score"
"<http://purl.obolibrary.org/obo/CL_0001016>","immature CD1a-positive Langerhans cell","<http://purl.obolibrary.org/obo/CL_0001016>","immature CD1a-positive Langerhans cell","1"
"<http://purl.obolibrary.org/obo/CL_0001017>","mature CD1a-positive Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0001017>","mature CD1a-positive Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0001017>","mature CD1a-positive Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000219>","motile cell","1"
"<http://purl.obolibrary.org/obo/CL_0001017>","mature CD1a-positive Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0001017>","mature CD1a-positive Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0001017>","mature CD1a-positive Langerhans cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0001017>","mature CD1a-positive Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0001017>","mature CD1a-positive Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000451>","dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0001017>","mature CD1a-positive Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000738>","leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0001017>","mature CD1a-positive Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000453>","Langerhans cell","1"
"<http://purl.obolibrary.org/obo/CL_0001017>","mature CD1a-positive Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000990>","conventional dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0001017>","mature CD1a-positive Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000841>","mature conventional dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0001017>","mature CD1a-positive Langerhans cell","<http://purl.obolibrary.org/obo/CL_0001014>","CD1a-positive Langerhans cell","1"
"<http://purl.obolibrary.org/obo/CL_0001017>","mature CD1a-positive Langerhans cell","<http://purl.obolibrary.org/obo/CL_0001017>","mature CD1a-positive Langerhans cell","1"
"<http://purl.obolibrary.org/obo/CL_0001018>","immature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0001018>","immature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0001018>","immature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000219>","motile cell","1"
"<http://purl.obolibrary.org/obo/CL_0001018>","immature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0001018>","immature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0001018>","immature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0001018>","immature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0001018>","immature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000451>","dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0001018>","immature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000738>","leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0001018>","immature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000453>","Langerhans cell","1"
"<http://purl.obolibrary.org/obo/CL_0001018>","immature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000990>","conventional dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0001018>","immature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000840>","immature conventional dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0001018>","immature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0001015>","CD8_alpha-low Langerhans cell","1"
"<http://purl.obolibrary.org/obo/CL_0001018>","immature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0001018>","immature CD8_alpha-low Langerhans cell","1"
"<http://purl.obolibrary.org/obo/CL_0001020>","mature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0001020>","mature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0001020>","mature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000219>","motile cell","1"
"<http://purl.obolibrary.org/obo/CL_0001020>","mature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0001020>","mature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0001020>","mature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0001020>","mature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0001020>","mature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000451>","dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0001020>","mature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000738>","leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0001020>","mature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000453>","Langerhans cell","1"
"<http://purl.obolibrary.org/obo/CL_0001020>","mature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000990>","conventional dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0001020>","mature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0000841>","mature conventional dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0001020>","mature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0001015>","CD8_alpha-low Langerhans cell","1"
"<http://purl.obolibrary.org/obo/CL_0001020>","mature CD8_alpha-low Langerhans cell","<http://purl.obolibrary.org/obo/CL_0001020>","mature CD8_alpha-low Langerhans cell","1"
"<http://purl.obolibrary.org/obo/CL_0002059>","CD8alpha-positive thymic conventional dendritic cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002059>","CD8alpha-positive thymic conventional dendritic cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002059>","CD8alpha-positive thymic conventional dendritic cell","<http://purl.obolibrary.org/obo/CL_0000219>","motile cell","1"
"<http://purl.obolibrary.org/obo/CL_0002059>","CD8alpha-positive thymic conventional dendritic cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002059>","CD8alpha-positive thymic conventional dendritic cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002059>","CD8alpha-positive thymic conventional dendritic cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002059>","CD8alpha-positive thymic conventional dendritic cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002059>","CD8alpha-positive thymic conventional dendritic cell","<http://purl.obolibrary.org/obo/CL_0000451>","dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002059>","CD8alpha-positive thymic conventional dendritic cell","<http://purl.obolibrary.org/obo/CL_0000738>","leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002059>","CD8alpha-positive thymic conventional dendritic cell","<http://purl.obolibrary.org/obo/CL_0000990>","conventional dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002059>","CD8alpha-positive thymic conventional dendritic cell","<http://purl.obolibrary.org/obo/CL_0000941>","thymic conventional dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002059>","CD8alpha-positive thymic conventional dendritic cell","<http://purl.obolibrary.org/obo/CL_0002059>","CD8alpha-positive thymic conventional dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002394>","CD141-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002394>","CD141-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002394>","CD141-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000219>","motile cell","1"
"<http://purl.obolibrary.org/obo/CL_0002394>","CD141-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002394>","CD141-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002394>","CD141-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002394>","CD141-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002394>","CD141-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000451>","dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002394>","CD141-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000738>","leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002394>","CD141-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000990>","conventional dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002394>","CD141-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000782>","myeloid dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002394>","CD141-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000784>","plasmacytoid dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002394>","CD141-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0002394>","CD141-positive myeloid dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002399>","CD1c-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002399>","CD1c-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002399>","CD1c-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000219>","motile cell","1"
"<http://purl.obolibrary.org/obo/CL_0002399>","CD1c-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002399>","CD1c-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002399>","CD1c-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002399>","CD1c-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002399>","CD1c-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000451>","dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002399>","CD1c-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000738>","leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002399>","CD1c-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000990>","conventional dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002399>","CD1c-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000782>","myeloid dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002399>","CD1c-positive myeloid dendritic cell","<http://purl.obolibrary.org/obo/CL_0002399>","CD1c-positive myeloid dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002454>","Cd4-negative, CD8_alpha-negative, CD11b-positive dendritic cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002454>","Cd4-negative, CD8_alpha-negative, CD11b-positive dendritic cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002454>","Cd4-negative, CD8_alpha-negative, CD11b-positive dendritic cell","<http://purl.obolibrary.org/obo/CL_0000219>","motile cell","1"
"<http://purl.obolibrary.org/obo/CL_0002454>","Cd4-negative, CD8_alpha-negative, CD11b-positive dendritic cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002454>","Cd4-negative, CD8_alpha-negative, CD11b-positive dendritic cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002454>","Cd4-negative, CD8_alpha-negative, CD11b-positive dendritic cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002454>","Cd4-negative, CD8_alpha-negative, CD11b-positive dendritic cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002454>","Cd4-negative, CD8_alpha-negative, CD11b-positive dendritic cell","<http://purl.obolibrary.org/obo/CL_0000451>","dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002454>","Cd4-negative, CD8_alpha-negative, CD11b-positive dendritic cell","<http://purl.obolibrary.org/obo/CL_0000738>","leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002454>","Cd4-negative, CD8_alpha-negative, CD11b-positive dendritic cell","<http://purl.obolibrary.org/obo/CL_0000990>","conventional dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002454>","Cd4-negative, CD8_alpha-negative, CD11b-positive dendritic cell","<http://purl.obolibrary.org/obo/CL_0002465>","CD11b-positive dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002454>","Cd4-negative, CD8_alpha-negative, CD11b-positive dendritic cell","<http://purl.obolibrary.org/obo/CL_0002454>","Cd4-negative, CD8_alpha-negative, CD11b-positive dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002455>","CD8_alpha-negative plasmactyoid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002455>","CD8_alpha-negative plasmactyoid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002455>","CD8_alpha-negative plasmactyoid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000219>","motile cell","1"
"<http://purl.obolibrary.org/obo/CL_0002455>","CD8_alpha-negative plasmactyoid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002455>","CD8_alpha-negative plasmactyoid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002455>","CD8_alpha-negative plasmactyoid dendritic cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002455>","CD8_alpha-negative plasmactyoid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002455>","CD8_alpha-negative plasmactyoid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000451>","dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002455>","CD8_alpha-negative plasmactyoid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000738>","leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002455>","CD8_alpha-negative plasmactyoid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000784>","plasmacytoid dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002455>","CD8_alpha-negative plasmactyoid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000989>","CD11c-low plasmacytoid dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002455>","CD8_alpha-negative plasmactyoid dendritic cell","<http://purl.obolibrary.org/obo/CL_0002455>","CD8_alpha-negative plasmactyoid dendritic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002456>","CD8_alpha-positive plasmactyoid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002456>","CD8_alpha-positive plasmactyoid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002456>","CD8_alpha-positive plasmactyoid dendritic cell","<http://purl.obolibrary.org/obo/CL_0000219>","motile cell","1"
